"扁霖老ID","矫焙备内靛","矫焙备疙","醚积劝牢备荐","郴惫牢积劝牢备荐","厘扁眉幅寇惫牢牢备荐","窜扁眉幅寇惫牢牢备荐","老弥措牢备荐","老弥家牢备荐","林埃牢备荐(09~18)","具埃牢备荐(19~08)","老弥措捞悼牢备荐","辑匡寇蜡涝牢备荐","悼老磊摹备青沥悼埃捞悼牢备荐","磊摹备埃捞悼牢备荐"
"20200904","11290","己合备","444967.27620","423081.93030","15783.74010","6101.60580","472839.74680","414577.71100","420502.56510","462442.06980","177216.18520","20049.34580","89487.44080","67679.39860"
"20200903","11290","己合备","452296.78460","428879.82830","15913.56890","7503.38750","475524.74980","424197.54620","430170.63190","468101.17940","173903.50680","18963.41890","89772.79260","65167.29530"
"20200902","11290","己合备","452774.86950","429398.55710","16106.45930","7269.85310","475247.28850","424949.76800","430606.76780","468609.22780","174457.87460","19209.04430","89085.02670","66163.80360"
"20200901","11290","己合备","448568.22510","425932.82480","15993.03930","6642.36100","472947.59100","418224.89260","424431.56740","465808.69490","178164.44890","19946.24370","90976.28340","67241.92180"
"20200831","11290","己合备","447463.04870","425023.65670","15959.74550","6479.64650","473265.61140","416625.39680","422578.49660","465237.72870","177847.27170","20428.22170","90052.48920","67366.56080"
"20200830","11290","己合备","459564.40070","437246.29640","16088.06640","6230.03790","472947.66690","446142.63420","450882.36860","465765.85220","150191.78920","15838.09280","86318.54790","48035.14850"
"20200829","11290","己合备","452149.85650","429992.36190","15920.37940","6237.11520","464650.45000","436129.76410","440500.41380","460470.88700","155590.43450","17333.96070","84977.40420","53279.06960"
"20200828","11290","己合备","440674.65010","418820.44570","15485.23420","6368.97030","468133.75180","408964.04000","416145.62780","458195.38040","173456.10180","19136.30450","88255.80750","66063.98980"
"20200827","11290","己合备","447085.18570","424312.48690","15629.76970","7142.92910","472040.00880","417968.00880","424243.12890","463400.94060","171073.09040","17954.15650","88618.13230","64500.80160"
"20200826","11290","己合备","444110.46140","421583.40340","15819.79570","6707.26230","469583.31860","412443.42700","418657.36000","462291.24810","177119.79270","19518.63690","90427.34420","67173.81160"
"20200825","11290","己合备","439436.94170","417962.00660","15694.73340","5780.20180","465992.07750","406946.21200","413982.80590","457618.46720","177122.36250","19598.26790","90256.02720","67268.06740"
"20200824","11290","己合备","438376.04520","417342.83140","15576.48730","5456.72650","466406.28330","405297.25360","412140.76860","457115.52850","175582.57380","19023.55830","90746.74330","65812.27220"
"20200823","11290","己合备","449825.82910","429131.73700","15712.55760","4981.53450","463810.11920","433580.28280","439205.19720","457411.99480","148841.80170","15158.95590","86519.13320","47163.71260"
"20200822","11290","己合备","445301.11950","424736.34620","15672.71820","4892.05510","460015.98070","427349.05580","432334.14430","454563.24460","153194.89630","16630.35610","84682.24830","51882.29190"
"20200821","11290","己合备","435637.89210","415632.67250","15632.93320","4372.28640","464014.35830","405334.25890","410969.64660","453258.06740","173578.18240","19675.77580","87434.64980","66467.75680"
"20200820","11290","己合备","435836.35940","415610.11040","15650.65860","4575.59040","464667.15140","402304.22860","409306.97610","454785.91880","177401.47410","20288.81880","89811.19370","67301.46160"
"20200819","11290","己合备","435489.04790","415731.08540","15573.85130","4184.11120","463569.33810","403380.33180","409429.35160","454103.11670","179360.59180","20827.14750","89864.95300","68668.49130"
"20200818","11290","己合备","432443.35910","412561.47380","15622.21090","4259.67440","462064.02010","398360.45090","404856.20140","452148.47170","181597.83670","20864.63970","91457.72990","69275.46710"
"20200817","11290","己合备","437135.28420","417195.97820","15763.74290","4175.56320","457919.66670","411695.19980","419424.50610","449785.84000","165625.85000","18720.51390","89966.18640","56939.14970"
"20200816","11290","己合备","429703.52760","410408.82150","15347.81910","3946.88700","448808.38550","404713.36090","414052.07440","440883.13710","157260.77690","21148.04130","84927.57700","51185.15860"
"20200815","11290","己合备","430859.48620","411157.28290","15387.03120","4315.17210","453916.60680","403133.78670","413604.54750","443184.44240","156920.61460","20680.30270","82577.32250","53662.98940"
"20200814","11290","己合备","426777.87090","407257.01550","15412.04650","4108.80890","461985.53590","390759.41360","398508.10730","446970.55920","177546.46290","21069.41130","88221.93840","68255.11320"
"20200813","11290","己合备","429688.41570","410898.15990","15341.12270","3449.13300","466657.38730","389597.45710","398293.80610","452113.13680","183278.59120","21427.66130","91020.25980","70830.67010"
"20200812","11290","己合备","428057.99080","409412.14160","15416.64760","3229.20160","468898.29730","388969.65310","397151.41380","450134.11720","186117.60160","21668.50130","93396.96100","71052.13930"
"20200811","11290","己合备","431818.25100","413234.89330","15527.30880","3056.04880","462511.98940","394338.70500","402983.87230","452414.23570","183120.95290","20214.67360","93111.98070","69794.29860"
"20200810","11290","己合备","431036.88080","412503.28530","15673.88740","2859.70820","462458.58240","392533.82250","402005.11280","451773.85800","180876.23200","20444.06190","91576.38430","68855.78580"
"20200809","11290","己合备","447542.44690","429102.76180","15609.01860","2830.66660","459539.69580","434419.78250","440044.55470","452898.08420","157940.76850","19937.32290","87650.20280","50353.24280"
"20200808","11290","己合备","435675.79720","417372.11460","15455.16070","2848.52190","459222.31800","408021.00350","417143.80590","448912.93390","165385.75400","20522.59030","86796.83310","58066.33060"
"20200807","11290","己合备","429094.25790","411019.93580","15478.68660","2595.63550","463768.18860","391424.84320","400806.50570","449299.79510","182442.49840","20659.27270","91264.10370","70519.12200"
"20200806","11290","己合备","434198.12230","416183.27570","15425.12840","2589.71820","464940.25020","397222.71120","406244.22720","454165.19020","182028.31730","20009.14840","91813.22580","70205.94310"
"20200805","11290","己合备","435466.29690","417570.84870","15550.61650","2344.83170","463568.95600","401354.10080","409288.75840","454164.53860","182541.86300","20235.20760","92349.23680","69957.41860"
"20200804","11290","己合备","431508.46150","413751.70760","15414.30870","2342.44520","459917.46000","397355.79380","405868.91870","449822.42070","181778.48820","19761.31280","91910.41290","70106.76250"
"20200803","11290","己合备","432184.27670","414353.49640","15612.41290","2218.36740","459192.18740","401146.42480","407645.47250","449711.99410","174309.45180","19365.25510","88545.27180","66398.92490"
"20200802","11290","己合备","441800.92200","424352.58940","15672.04140","1776.29120","456218.06160","423945.14820","432135.76470","448704.60580","157980.11730","20593.81980","86674.41000","50711.88750"
"20200801","11290","己合备","434329.35740","417157.33500","15488.79990","1683.22250","456658.69280","409242.03670","417510.59960","446342.75580","159713.80390","19706.59310","85055.10930","54952.10150"
"20200731","11290","己合备","429532.53830","412046.13510","15697.02930","1789.37390","465526.18980","392610.02610","400706.60290","450122.49220","177603.09540","21484.37390","85876.27830","70242.44320"
"20200730","11290","己合备","434984.62470","417205.81060","15749.77440","2029.03960","468577.55220","399499.44750","406603.92440","455256.55350","181416.82460","21483.53390","88390.90790","71542.38280"
"20200729","11290","己合备","440091.74630","422419.04850","15711.95020","1960.74760","470982.88760","406689.08430","413175.06710","459317.94580","183200.61620","22957.93600","88779.23470","71463.44550"
"20200728","11290","己合备","437939.69090","420767.77500","15656.89860","1515.01740","467699.41150","401968.52570","409942.16310","457937.92510","186986.37390","23449.69630","90138.95260","73397.72500"
"20200727","11290","己合备","439588.45920","421932.22650","15879.21770","1777.01490","469587.48060","405407.19710","412322.05670","459064.46090","184484.54370","22748.59560","89887.21290","71848.73520"
"20200726","11290","己合备","448094.60790","430535.43810","15603.65060","1955.51920","466482.83770","422988.64270","433825.97670","458286.48740","164348.13870","22137.43000","87279.68910","54931.01960"
"20200725","11290","己合备","441035.77130","423170.92340","15715.33450","2149.51340","465679.22720","410995.91910","422135.28990","454536.11510","166952.20170","21993.98810","85200.88590","59757.32770"
"20200724","11290","己合备","437612.21610","419946.20400","15740.62850","1925.38370","471246.17470","402948.25630","410164.36260","457217.82580","181207.21340","21143.53600","88704.40770","71359.26970"
"20200723","11290","己合备","441472.29650","422862.35480","15846.27940","2763.66230","472956.84010","405411.03250","413034.22870","461785.20200","181231.49410","21078.74920","88330.75850","71821.98640"
"20200722","11290","己合备","440785.86990","422536.18050","15715.39220","2534.29720","471665.67640","404503.92890","412311.34140","461124.81880","184675.17790","21661.51760","90049.64860","72964.01170"
"20200721","11290","己合备","437679.92110","419794.12550","15590.46160","2295.33410","469725.54490","400743.39420","408149.43460","458773.12580","187716.65970","22022.56410","91415.49540","74278.60020"
"20200720","11290","己合备","441635.99800","423334.27650","15855.78350","2445.93800","473808.72850","406168.52520","413246.31240","461914.34490","185141.17300","21324.27900","91153.37060","72663.52340"
"20200719","11290","己合备","455148.79410","437056.73780","15792.68020","2299.37610","471707.02800","438719.23480","446082.96030","461624.38970","161973.82680","20732.02090","88364.68060","52877.12530"
"20200718","11290","己合备","439493.02660","421703.86210","15324.56740","2464.59720","464678.68830","409922.44530","419709.11270","453624.39370","163582.23510","21075.65750","84337.05570","58169.52190"
"20200717","11290","己合备","436451.04790","418415.56830","15607.78000","2427.69970","470806.01230","401915.02020","409125.39640","455969.37050","183750.93210","21718.27980","89115.03260","72917.61970"
"20200716","11290","己合备","437635.28870","419459.04890","15854.84620","2321.39360","469776.76950","400470.57210","408808.89170","458225.57220","187297.96720","21898.24930","90961.01650","74438.70140"
"20200715","11290","己合备","438254.01690","420263.49930","15799.11040","2191.40720","473476.54670","400539.11270","407936.99070","459909.03560","187656.97430","21999.60730","91004.72090","74652.64610"
"20200714","11290","己合备","442375.64770","424181.57750","15810.78100","2383.28920","473455.54450","406253.95000","413597.99360","462931.11500","187954.74910","21884.82550","91113.67190","74956.25170"
"20200713","11290","己合备","445030.66680","427062.17670","15888.40370","2080.08650","472841.68480","412110.15740","418556.16130","463941.02790","184214.06280","21389.95530","90630.27590","72193.83160"
"20200712","11290","己合备","450595.92880","432945.38650","15494.45540","2156.08690","470893.32380","426311.82460","436680.23490","460535.71020","162915.71550","21348.35120","87599.42110","53967.94320"
"20200711","11290","己合备","442514.89620","424733.66880","15649.85330","2131.37420","467451.18710","414972.57630","423953.54990","455773.00070","166120.86620","21311.90360","85304.35760","59504.60500"
"20200710","11290","己合备","438686.40670","420453.52340","15874.63570","2358.24750","470719.16900","405700.03380","412483.18570","457402.99310","183480.70190","21004.30870","89571.72030","72904.67290"
"20200709","11290","己合备","437047.82090","418447.73400","16170.71170","2429.37520","469794.29310","401848.48300","409021.25680","457066.79530","186847.56530","21272.32010","91336.92100","74238.32420"
"20200708","11290","己合备","439169.67280","420787.70640","16219.89760","2162.06870","471130.71880","404251.70820","411024.68050","459273.23870","190535.76210","22334.48400","92701.90290","75499.37520"
"20200707","11290","己合备","440646.61340","422371.28290","16190.31530","2085.01520","470054.82550","407261.71220","413647.08410","459931.99150","192024.84890","22210.76260","93197.46420","76616.62210"
"20200706","11290","己合备","440435.39280","422128.35130","16158.09140","2148.95010","471609.64080","405297.51690","411865.40220","460842.52900","189634.37260","22137.27650","93361.91730","74135.17880"
"20200705","11290","己合备","448609.37140","430768.56000","15857.28500","1983.52640","468661.17740","427378.49420","435886.99540","457696.78280","165130.24550","21017.35620","89485.52950","54627.35980"
"20200704","11290","己合备","440395.24120","422519.22110","15865.82980","2010.19030","463197.74230","413306.79260","422937.98480","452864.71010","169162.76140","21895.06650","85768.80210","61498.89280"
"20200703","11290","己合备","436261.61710","417919.34130","16041.62860","2300.64720","467981.84420","402717.78240","410103.59920","454945.91560","185538.45090","20860.73770","90528.09690","74149.61630"
"20200702","11290","己合备","438294.71630","419833.19480","16247.39470","2214.12670","469413.94780","403348.11150","410814.16240","457923.68330","188722.84640","21035.12820","92442.50470","75245.21350"
"20200701","11290","己合备","442127.56120","423605.64300","16156.15980","2365.75830","474197.73290","406579.42310","414015.64470","462207.50150","190565.69930","20902.00480","93310.26310","76353.43140"
"20200630","11290","己合备","444383.48610","425738.20000","16239.77790","2405.50820","472515.43120","412472.30360","418277.49150","463030.62520","188918.16050","22564.97960","90427.41430","75925.76660"
"20200629","11290","己合备","444051.74840","425373.32320","16443.67940","2234.74580","473028.97530","410287.09490","416737.07030","463562.23270","191291.52940","23351.94500","91761.45320","76178.13120"
"20200628","11290","己合备","450785.95190","433118.81980","15834.67960","1832.45250","470101.90030","428285.45760","438463.77880","459587.50410","166314.00150","23062.91650","88171.79260","55079.29240"
"20200627","11290","己合备","444283.60640","426675.96760","16025.20440","1582.43440","467593.55100","418454.92080","427298.72100","456415.66740","171059.99440","24021.09050","85142.52760","61896.37630"
"20200626","11290","己合备","443417.66660","425245.22490","16446.44020","1726.00150","474877.14440","411302.31100","417880.20750","461658.70890","191714.45850","24226.55830","90083.34570","77404.55450"
"20200625","11290","己合备","449278.39510","431014.51790","16484.69900","1779.17810","478489.30910","417828.22000","424190.67250","467198.19690","193076.98680","24634.24100","90334.87880","78107.86700"
"20200624","11290","己合备","450306.87770","431768.52150","16934.10880","1604.24750","475784.41140","418947.82040","425973.26940","467688.02660","193057.51780","24496.18250","91140.60770","77420.72760"
"20200623","11290","己合备","447660.60950","429617.39440","16474.36010","1568.85510","476338.13870","416572.85470","422187.70170","465855.54370","197257.25020","25594.77950","91753.54010","79908.93060"
"20200622","11290","己合备","449338.35980","431263.95260","16457.36860","1617.03860","476224.62240","418622.68510","424457.68560","467110.27000","196152.56350","25614.45840","92051.97790","78486.12720"
"20200621","11290","己合备","455506.25520","437407.76830","16271.46830","1827.01860","473448.53130","438534.10200","444435.98740","463413.58930","167326.86480","22496.51580","88775.20650","56055.14250"
"20200620","11290","己合备","444928.98840","426886.48760","15964.27160","2078.22920","466009.32080","420894.68960","428534.24190","456639.52170","172806.45670","22301.88290","87631.48480","62873.08900"
"20200619","11290","己合备","445200.36740","426687.19430","16302.57870","2210.59440","477466.07620","414133.89480","420053.97630","463162.07540","192128.35160","23266.46430","90693.01780","78168.86950"
"20200618","11290","己合备","447640.99340","428993.39120","16467.06370","2180.53850","476873.92730","415250.45300","421835.41620","466073.54850","195205.70680","23866.91990","92433.56870","78905.21820"
"20200617","11290","己合备","447930.01360","429472.66070","16404.67160","2052.68130","476851.58890","414667.76920","421879.49500","466537.52700","194458.11800","24025.84470","92180.76460","78251.50870"
"20200616","11290","己合备","447185.91300","429039.71340","16378.15900","1768.04060","476440.67120","414487.35320","420729.69930","466083.20840","195189.81150","23493.15580","93102.06780","78594.58790"
"20200615","11290","己合备","447605.63880","429179.17670","16296.56240","2129.89970","477071.70420","414368.54650","421056.57250","466569.25750","194301.27110","23919.70620","93437.32730","76944.23760"
"20200614","11290","己合备","458643.15720","439885.47970","16082.68610","2674.99140","474457.58610","439335.70090","447486.60520","466612.12300","166913.01060","21958.79760","89084.81800","55869.39500"
"20200613","11290","己合备","450301.78440","431696.34950","16149.79270","2455.64220","470708.53050","426549.52180","434102.42770","461872.75350","169500.62190","22281.47360","86563.11550","60656.03280"
"20200612","11290","己合备","445428.09140","427063.35360","16382.78040","1981.95740","477797.42240","412957.67700","419251.34320","464125.76860","190474.60230","22510.81000","90837.60610","77126.18620"
"20200611","11290","己合备","448731.14220","430095.71790","16364.03190","2271.39240","478584.81470","416277.12760","422240.99610","467652.67510","193990.26650","23216.70060","92850.46320","77923.10270"
"20200610","11290","己合备","448997.82400","430070.36050","16177.85270","2749.61080","477916.73610","416175.53930","422326.48180","468048.78270","194154.19110","23339.53540","92407.72930","78406.92640"
"20200609","11290","己合备","446886.39020","428427.34510","16032.12530","2426.91980","476490.39020","412796.44710","419786.99410","466243.10170","194451.53730","22534.04470","93836.04960","78081.44300"
"20200608","11290","己合备","449735.84950","431002.20580","16010.46140","2723.18230","479307.52930","417922.61090","423125.91220","468742.94750","195802.35540","23421.22160","93931.89760","78449.23620"
"20200607","11290","己合备","458051.58490","439065.58230","15960.85940","3025.14320","475684.71040","439170.93720","446612.87810","466222.08980","168261.65830","20679.37180","91065.34780","56516.93870"
"20200606","11290","己合备","447816.58960","428752.80410","16060.09140","3003.69410","470963.07820","419341.98580","429615.80240","460817.15190","168251.90250","20565.82030","87746.76750","59939.31470"
"20200605","11290","己合备","445915.85040","426463.61410","16173.36560","3278.87070","479711.10420","412529.00140","418755.25170","465316.27800","192271.05440","22529.26620","92107.47660","77634.31160"
"20200604","11290","己合备","449625.81140","429809.82480","16111.48380","3704.50290","479813.50980","414910.05990","422416.48200","469061.04680","194343.97120","22541.36300","92749.58600","79053.02220"
"20200603","11290","己合备","450295.86750","430543.33350","16096.09760","3656.43650","480268.46220","415009.58760","422422.88320","470205.14200","195165.60890","22286.41090","94016.38840","78862.80960"
"20200602","11290","己合备","450761.92680","431612.91270","16090.98460","3058.02960","479245.27000","417048.72120","423930.70520","469927.08510","192080.55730","21539.61680","93322.30870","77218.63180"
"20200601","11290","己合备","451205.04670","431189.91990","16074.31680","3940.81000","482278.38790","415055.72090","423083.58600","471291.80430","194685.73380","21831.46030","95048.26160","77806.01190"
"20200531","11290","己合备","460059.55300","440071.27470","15800.77120","4187.50710","478420.82940","439190.57310","447617.52390","468946.71660","170012.64870","23559.10840","89681.45290","56772.08740"
"20200530","11290","己合备","452843.67310","433021.07520","15808.58130","4014.01660","474726.67200","426999.99960","436360.59830","464617.29800","174322.20580","24218.67270","86213.92680","63889.60630"
"20200529","11290","己合备","446762.23340","427458.00190","15932.49860","3371.73280","478673.31560","413073.19710","420444.90550","465560.32470","193600.67660","25078.88320","90644.58900","77877.20440"
"20200528","11290","己合备","449422.62090","429869.92340","16202.22710","3350.47040","480798.83220","414486.34580","421865.92380","469105.97590","194370.69530","25124.83320","91065.03710","78180.82500"
"20200527","11290","己合备","450139.56920","431083.30990","16166.15340","2890.10590","480494.21080","414395.86400","422426.36540","469934.71490","197398.26640","25226.02250","92992.03270","79180.21120"
"20200526","11290","己合备","450725.98500","432084.25480","16330.16340","2311.56680","479875.52280","415438.79220","423644.65830","470069.78980","194987.93430","25346.62510","91806.60530","77834.70390"
"20200525","11290","己合备","450328.10850","432087.09370","16212.88200","2028.13280","480354.29550","413746.86990","422546.05690","470172.43110","194710.98970","24484.95290","92790.64940","77435.38740"
"20200524","11290","己合备","461757.25640","443493.64220","16135.67370","2127.94050","476345.44600","439661.47870","450745.94670","469622.47770","170742.83550","23029.14080","89895.04230","57818.65240"
"20200523","11290","己合备","450870.01320","432613.88830","15994.00320","2262.12170","474609.11570","421112.11510","431892.67940","464425.25160","175134.87360","23746.73170","87403.17220","63984.96970"
"20200522","11290","己合备","447871.74870","429673.82380","16087.01150","2110.91340","479233.81240","412803.41150","421388.71770","466788.19940","192250.11050","24897.33180","90460.71220","76892.06650"
"20200521","11290","己合备","447242.54450","429283.61910","16201.39270","1757.53270","477021.89330","412178.00050","419851.08160","466807.87520","195594.39920","24995.44500","92126.26290","78472.69130"
"20200520","11290","己合备","449717.18270","431439.94960","16232.50460","2044.72850","480305.91540","416482.91430","422989.67590","468808.25900","196224.62040","25102.21890","92005.95440","79116.44710"
"20200519","11290","己合备","452445.04640","434178.92050","16288.82720","1977.29870","479775.27270","420688.68610","427404.15110","470331.40020","191009.45900","23820.54750","92243.16320","74945.74830"
"20200518","11290","己合备","452795.38560","434441.79990","16212.91860","2140.66720","480349.65540","418948.36690","426933.31610","471268.29240","190840.61550","24096.24570","91892.11750","74852.25230"
"20200517","11290","己合备","460238.27720","442190.04940","16132.19880","1916.02910","478133.89720","435884.01380","446395.36430","470126.07220","171251.86190","22574.63500","91430.92340","57246.30350"
"20200516","11290","己合备","455069.94430","437084.81110","16049.14620","1935.98700","475807.41890","429923.26730","439825.00760","465959.18470","177038.44980","22541.84510","91185.98570","63310.61900"
"20200515","11290","己合备","451823.80740","433446.70640","16333.79750","2043.30350","479514.45810","422404.26120","427822.92720","468967.29330","186489.67160","23515.45890","89350.97800","73623.23470"
"20200514","11290","己合备","449984.40110","431950.54870","16304.25450","1729.59800","479323.47240","415498.72290","423061.33790","469215.16060","194171.22190","24409.04030","93647.69120","76114.49040"
"20200513","11290","己合备","450032.48550","432101.69790","16296.30350","1634.48420","477921.94330","416081.25410","423128.69270","469249.48040","195573.48120","24790.17080","94388.37590","76394.93450"
"20200512","11290","己合备","450365.93440","431961.98650","16243.09940","2160.84840","480710.19070","415073.56590","422882.02710","469997.29670","192554.25860","24159.51830","92657.65880","75737.08150"
"20200511","11290","己合备","448694.49840","430595.97460","16054.33170","2044.19200","477839.00100","413720.97030","420930.02600","468526.26440","192784.71230","23932.70910","93766.74640","75085.25680"
"20200510","11290","己合备","461648.24920","443699.98610","16029.78570","1918.47730","476542.24910","439873.14890","449478.28890","470341.07790","171329.30460","23738.60990","90393.44070","57197.25400"
"20200509","11290","己合备","457494.11820","439546.61400","16022.72260","1924.78160","471025.90510","438918.47370","445303.73840","466201.53240","171704.90240","23938.93050","86550.02370","61215.94820"
"20200508","11290","己合备","442948.10310","425369.90490","15881.13880","1697.05940","472835.36460","408494.17530","415845.68080","462306.97620","191071.83520","23335.93730","92291.10300","75444.79490"
"20200507","11290","己合备","443945.28780","426559.67250","15983.87680","1401.73840","475084.10280","407841.91430","416009.06930","463899.72950","190889.07870","22211.51720","92741.73600","75935.82550"
"20200506","11290","己合备","445496.17670","427738.01870","16007.01670","1751.14130","476090.89320","410349.68330","417594.47330","465425.96480","192107.44850","22203.82000","94114.87620","75788.75230"
"20200505","11290","己合备","454684.23150","437042.42940","15761.36830","1880.43380","473564.99180","427426.81070","438913.84870","465948.79070","171849.90740","19117.68120","92608.61610","60123.61010"
"20200504","11290","己合备","444151.83250","426262.41300","15892.50680","1996.91280","468320.99610","414309.94340","422228.78990","459811.14860","185488.98990","21567.22580","92158.74600","71763.01810"
"20200503","11290","己合备","443424.99040","425787.81630","15700.12530","1937.04880","464224.98680","420780.26810","430903.11530","452369.18690","167573.82160","22664.37920","88798.24120","56111.20120"
"20200502","11290","己合备","431186.59830","413449.97820","15517.96880","2218.65130","449668.61910","405994.10410","414599.90570","443034.23590","166084.18860","21971.02680","84154.71050","59958.45130"
"20200501","11290","己合备","432385.76580","415485.70790","15407.68160","1492.37630","452839.22560","405585.43860","414822.41110","444931.01910","168850.71790","20356.18160","86499.42950","61995.10680"
"20200430","11290","己合备","442099.17060","425378.02760","15642.32480","1078.81820","467756.85910","409031.95670","422261.18060","456269.16350","165508.04490","20914.72980","85004.80610","59588.50900"
"20200429","11290","己合备","442520.39290","425811.60400","15658.99510","1049.79380","474376.61470","408402.74180","416112.90140","461382.88690","187270.48320","23225.23920","89451.36380","74593.88020"
"20200428","11290","己合备","445867.67350","427921.02120","15751.10500","2195.54730","475185.60770","410507.98870","418843.22480","465170.85120","189747.78840","23436.63780","91693.06890","74618.08170"
"20200427","11290","己合备","446342.49370","428795.89450","15793.65590","1752.94330","476086.14110","411231.35450","418851.25460","465979.09300","188763.95580","22906.64600","92132.42100","73724.88880"
"20200426","11290","己合备","457064.55060","439892.22150","15715.61380","1456.71530","474449.24420","433832.96470","443712.93780","466601.41680","169354.21640","21176.91190","89932.44760","58244.85690"
"20200425","11290","己合备","450572.41670","433329.48350","15586.89890","1656.03420","469797.90360","424783.94300","434337.36460","462168.88240","173140.65530","21950.08740","88272.03200","62918.53590"
"20200424","11290","己合备","444694.31070","427264.30890","15610.33310","1819.66860","476654.35660","411736.37330","419002.05270","463045.92350","186501.53810","22799.23740","90113.15490","73589.14580"
"20200423","11290","己合备","448287.90460","430833.19990","15793.16020","1661.54450","476291.73750","415092.73650","422685.67900","466575.20850","189817.72040","23171.69290","91851.15080","74794.87670"
"20200422","11290","己合备","449584.69280","431805.94330","15662.04800","2116.70140","477102.05410","417586.54540","424225.25760","467698.57500","187981.49560","22950.07110","92339.25690","72692.16760"
"20200421","11290","己合备","449395.11160","431478.76680","15640.55400","2275.79090","476592.41340","415936.24250","423388.40660","467971.32940","188681.69960","22605.98580","92268.60880","73807.10500"
"20200420","11290","己合备","451184.04160","433265.17710","15712.26820","2206.59630","479520.26470","418675.56310","424951.07180","469921.87710","187790.76030","22187.46340","93072.00880","72531.28810"
"20200419","11290","己合备","463512.95170","445362.24000","15707.82540","2442.88630","478397.48260","446047.89240","453612.91910","470584.40350","162849.53410","19857.92410","89140.67640","53850.93360"
"20200418","11290","己合备","453016.36290","435384.06250","15571.98500","2060.31530","473516.69810","426377.09940","436154.23570","465060.73940","173305.33730","21493.31480","88684.30030","63127.72220"
"20200417","11290","己合备","449133.81000","431519.00300","15700.30400","1914.50290","475043.40100","420908.35570","426436.15300","465346.42220","183471.62950","21667.61530","90558.19080","71245.82340"
"20200416","11290","己合备","449126.00430","431281.60210","15619.64360","2224.75860","477763.39510","414927.09700","423023.97500","467770.31090","188152.77200","22317.47870","91694.29290","74141.00040"
"20200415","11290","己合备","462287.89570","444185.73440","15724.52870","2377.63260","476761.76480","438604.39770","448123.59490","472405.25340","171681.17810","17486.56820","92851.76190","61342.84800"
"20200414","11290","己合备","448416.56400","429922.66590","15720.84090","2773.05710","477498.59560","415652.16080","422612.83540","466847.79860","190639.12090","22735.10150","92301.08930","75602.93010"
"20200413","11290","己合备","450697.71210","431676.79360","15722.15500","3298.76350","478673.87940","416348.65190","424135.80520","469670.50280","189333.73900","21270.28660","94438.51470","73624.93770"
"20200412","11290","己合备","463086.12840","444354.91130","15505.80600","3225.41100","476702.72740","443371.45540","452061.90990","470960.57020","164207.30240","19714.96350","90402.82400","54089.51490"
"20200411","11290","己合备","456661.33760","436827.72050","15522.36860","4311.24850","474695.88690","432799.14480","441249.82640","467669.55980","169729.62010","20398.85920","88497.79370","60832.96720"
"20200410","11290","己合备","449829.05720","429808.07060","15521.12110","4499.86560","479019.00030","416872.97920","424472.26670","467941.05050","187443.09550","21825.39740","91565.83030","74051.86780"
"20200409","11290","己合备","451394.47650","431539.38840","15686.16140","4168.92670","478850.84050","417634.34530","425203.06240","470102.62950","187820.89240","21294.83830","92844.33920","73681.71490"
"20200408","11290","己合备","452358.06460","432058.37250","15813.46350","4486.22860","479473.20710","419032.82790","426592.89720","470761.75570","189632.75700","21347.47290","94228.99750","74056.28660"
"20200407","11290","己合备","451542.11230","431186.18970","15876.14740","4479.77530","478399.48320","417193.89740","425250.90000","470321.54970","188607.37010","21397.35990","93829.26410","73380.74610"
"20200406","11290","己合备","451705.30700","431684.46350","15804.38180","4216.46180","479572.50020","416544.51680","424875.95050","470869.13310","187804.65740","20448.19520","94116.07120","73240.39100"
"20200405","11290","己合备","463125.72850","443406.86760","15623.36750","4095.49340","477902.48400","442553.24610","451674.93080","471304.86980","164431.07850","17945.42630","91222.38360","55263.26860"
"20200404","11290","己合备","457672.62770","437741.10190","15532.80370","4398.72210","475041.23630","433382.48400","442646.69330","468405.43800","171098.33590","19644.01000","90215.55570","61238.77020"
"20200403","11290","己合备","449566.48770","429705.36990","15592.22910","4268.88870","477485.37770","417364.05980","424963.60430","467139.97570","185212.92180","20451.83770","91709.67330","73051.41080"
"20200402","11290","己合备","452508.77480","431784.76830","15562.05610","5161.95040","480171.46740","418313.56860","426767.54560","470895.36700","186297.90810","20048.19580","93501.99320","72747.71910"
"20200401","11290","己合备","454058.15020","433472.70710","15653.29790","4932.14520","480060.18750","420341.04860","428362.68090","472412.05680","186492.59190","19864.14040","94073.36740","72555.08410"
"20200331","11290","己合备","452749.34580","432051.21270","15616.45250","5081.68060","480738.80420","419035.90960","426381.86080","471583.26370","181452.40360","22376.10150","88195.44020","70880.86190"
"20200330","11290","己合备","453960.22550","432970.50340","15581.40070","5408.32140","481942.31820","419755.27970","427461.78180","472887.68530","180868.20690","22364.50940","87898.92230","70604.77520"
"20200329","11290","己合备","465098.32890","444938.80740","15578.28840","4581.23300","479502.36270","442268.74860","452861.18310","473839.14730","159717.25640","19657.38780","86308.45690","53751.41170"
"20200328","11290","己合备","459048.64840","439312.18200","15510.70580","4225.76060","476532.86450","434411.88600","443451.65520","470189.35790","165038.70170","20757.51340","84914.15930","59367.02900"
"20200327","11290","己合备","450821.27840","431836.08040","15337.12240","3648.07560","478881.95090","418942.49820","425842.20560","468663.47320","178080.99850","21937.66290","86472.50750","69670.82810"
