"扁霖老ID","矫焙备内靛","矫焙备疙","醚积劝牢备荐","郴惫牢积劝牢备荐","厘扁眉幅寇惫牢牢备荐","窜扁眉幅寇惫牢牢备荐","老弥措牢备荐","老弥家牢备荐","林埃牢备荐(09~18)","具埃牢备荐(19~08)","老弥措捞悼牢备荐","辑匡寇蜡涝牢备荐","悼老磊摹备青沥悼埃捞悼牢备荐","磊摹备埃捞悼牢备荐"
"20190108","11290","己合备","453430.13690","436446.67090","14349.43260","2634.03340","488183.88500","417593.12320","424495.48320","474097.74670","203568.02760","25797.96600","93639.23970","84130.82190"
"20190107","11290","己合备","456595.91860","439639.35760","14583.87690","2372.68410","493914.57350","420747.22550","427377.62550","477466.12790","205003.57810","25209.37840","95388.81530","84405.38440"
"20190106","11290","己合备","474118.97100","457358.10840","14541.26680","2219.59580","490150.01230","448105.53850","460680.49890","483717.87950","187315.08720","26574.27650","93709.86760","67030.94310"
"20190105","11290","己合备","464476.49460","447664.55400","14450.49820","2361.44240","490102.63220","431500.62000","444549.29870","478710.20600","184590.76420","24402.99170","90707.75550","69480.01700"
"20190104","11290","己合备","451324.57130","434250.49140","14440.92080","2633.15910","488662.35170","414290.08390","421734.81120","472460.11420","199767.01650","24258.12700","93372.49260","82136.39690"
"20190103","11290","己合备","453146.74830","435867.60960","14721.28600","2557.85270","488240.49130","415686.86770","423368.06620","474417.23550","203472.74140","24451.96270","95019.28680","84001.49190"
"20190102","11290","己合备","454765.85000","437332.87170","14954.15420","2478.82410","491751.62480","418123.34680","424939.57780","476070.33020","199586.43720","23237.91670","94783.21110","81565.30940"
"20190101","11290","己合备","466076.03000","448557.75660","14941.47950","2576.79390","489283.11500","445128.28750","454626.74650","474254.08970","174016.71780","24450.04560","91081.29170","58485.38050"
"20181231","11290","己合备","452873.40430","435033.99150","15019.17680","2820.23600","486558.46810","417824.89240","427622.45300","470909.79800","184160.20010","25759.68920","85128.70890","73271.80200"
"20181230","11290","己合备","467335.75800","449272.42980","15103.37420","2959.95390","482815.97460","441868.36320","453492.82640","477223.56630","176181.24390","29560.28120","84303.28560","62317.67710"
"20181229","11290","己合备","461654.00780","443570.77710","14881.16880","3202.06190","486986.25170","434786.94350","443912.72390","474326.35340","175465.31970","26457.46590","83043.33380","65964.52000"
"20181228","11290","己合备","454869.58280","436566.48720","15024.72520","3278.37040","492959.34980","420401.91100","427240.91790","474604.34350","190496.52670","24627.78350","87046.37810","78822.36510"
"20181227","11290","己合备","459287.86650","440538.09930","15506.52170","3243.24560","495357.05050","425420.37450","431253.00710","479312.76610","198341.68280","25635.85730","89832.18760","82873.63790"
"20181226","11290","己合备","461441.63230","441351.43150","15946.80850","4143.39230","495951.07020","426423.85780","433013.17070","481747.67620","201703.34480","26351.21780","91065.23090","84286.89610"
"20181225","11290","己合备","472833.75140","453834.24230","15381.86400","3617.64510","491508.36620","444025.28750","457840.38540","483543.29850","178141.99530","24093.46070","88774.63670","65273.89790"
"20181224","11290","己合备","461398.65210","442431.17330","15932.11970","3035.35910","494830.44720","427272.45730","436200.01370","479397.67950","198082.14100","25721.72260","91242.86310","81117.55530"
"20181223","11290","己合备","473116.10260","454422.63690","15931.13030","2762.33540","490764.09420","446277.40900","457579.09170","484213.96760","182867.02200","29152.27410","88370.45440","65344.29350"
"20181222","11290","己合备","468111.17000","449781.00880","15955.16460","2374.99660","494448.94730","435650.44280","450110.18720","480969.01490","185571.59830","28547.81740","86484.30880","70539.47210"
"20181221","11290","己合备","460906.55120","442271.29600","16215.39280","2419.86240","499267.14270","427224.61130","433614.50200","480400.87200","203912.12670","26777.17870","90299.83740","86835.11060"
"20181220","11290","己合备","466648.98150","447237.57110","16795.46340","2615.94700","502030.75410","431179.49830","438686.96930","486621.84740","206997.07140","26461.28140","92737.58770","87798.20230"
"20181219","11290","己合备","468781.68700","448714.71880","17516.89230","2550.07590","502043.36010","436908.93310","442531.46460","487531.84590","211043.82950","26873.32030","92853.43910","91317.07010"
"20181218","11290","己合备","470567.51110","449918.76870","17998.62480","2650.11760","503239.39870","438504.27010","444060.45580","489501.12210","211587.49900","27055.42390","93495.38540","91036.68970"
"20181217","11290","己合备","472565.85940","451708.14690","17907.25760","2950.45490","505373.16550","441545.50450","446415.81200","491244.46460","211242.28710","26760.36360","93268.47530","91213.44820"
"20181216","11290","己合备","487755.75330","466936.09530","17607.39760","3212.26030","502694.99490","465957.05670","475850.49650","496259.50810","189513.57790","29219.12600","91663.77610","68630.67580"
"20181215","11290","己合备","478689.65430","458133.17390","17661.47800","2895.00250","501447.66250","450640.25740","462204.76130","490464.57790","190892.73400","29522.15190","87457.34180","73913.24030"
"20181214","11290","己合备","469683.22320","448899.96150","17950.88740","2832.37440","504112.33750","438743.43730","443458.61100","488415.08910","206988.56430","26271.23930","91290.57250","89426.75250"
"20181213","11290","己合备","474487.99770","453745.54320","18012.44050","2730.01400","504683.35920","447509.54330","450415.27110","491682.80240","211239.05010","26534.70040","92278.94460","92425.40510"
"20181212","11290","己合备","476113.79310","455258.04820","18223.94790","2631.79700","505708.68300","448267.36670","452192.44770","493200.46840","219325.05470","28445.20750","94581.62900","96298.21820"
"20181211","11290","己合备","476807.99890","455577.49100","18189.87460","3040.63340","505943.02830","448521.69530","452530.80580","494148.85110","218888.37480","28057.27170","94139.39060","96691.71250"
"20181210","11290","己合备","477706.97780","456736.92560","18203.30250","2766.74980","506857.26600","449509.61640","453290.11980","495147.59070","219436.83890","28583.26360","94938.87120","95914.70410"
"20181209","11290","己合备","478664.70590","458514.03530","17304.03070","2846.63990","492588.17580","461538.30450","469136.59070","485470.50250","182021.89490","26563.87450","91608.29510","63849.72530"
"20181208","11290","己合备","466407.16780","446884.25850","16893.75780","2629.15150","485916.48340","442824.06180","451264.46730","477223.38250","178622.28490","25783.37300","87111.01730","65727.89460"
"20181207","11290","己合备","460310.77190","441274.93420","16878.97710","2156.86060","490362.91750","431743.12090","436842.98150","477073.47930","202105.40530","25351.53710","90944.75750","85809.11070"
"20181206","11290","己合备","464884.56760","445453.58290","17207.32920","2223.65550","492559.45950","437056.76470","441880.43910","481316.08800","210142.43350","27103.12190","92819.73590","90219.57570"
"20181205","11290","己合备","468452.40670","448693.09830","17463.39030","2295.91810","493601.03990","443255.41650","447391.64010","483495.81150","215976.72590","28513.55440","94018.42460","93444.74690"
"20181204","11290","己合备","467650.46830","447974.43330","17355.82380","2320.21120","492418.81420","441927.76510","445790.88450","483264.45670","213102.76210","27651.96800","93901.42460","91549.36950"
"20181203","11290","己合备","468760.56370","449621.59640","17144.99490","1993.97240","493405.18370","444112.88170","447549.16030","483911.56610","210591.96030","26893.41420","93777.31070","89921.23540"
"20181202","11290","己合备","472349.91860","453144.83820","16858.09490","2346.98550","491045.88440","447324.34520","458377.17140","482330.45220","180687.15730","25610.33990","92255.54880","62821.26860"
"20181201","11290","己合备","462678.86720","443612.11170","16727.96980","2338.78570","484494.98930","435305.41560","445556.01110","474909.47870","186360.68210","27636.31890","88832.40570","69891.95750"
"20181130","11290","己合备","459910.82930","440872.82410","16960.56110","2077.44420","492513.33630","430031.66960","436180.70760","476860.91630","214311.57890","27795.04640","94809.32460","91707.20790"
"20181129","11290","己合备","466321.15820","447077.65250","17307.93090","1935.57470","492266.24780","440037.04690","444397.80640","481980.69510","223217.28440","29403.48750","97274.80350","96538.99340"
"20181128","11290","己合备","466911.89960","447726.01440","17399.16190","1786.72330","492336.07550","441782.47150","445676.75100","482079.86280","226270.77900","30887.32370","96992.24490","98391.21040"
"20181127","11290","己合备","466417.34830","447045.57380","17470.65090","1901.12360","490727.52670","440765.06470","444313.20940","482206.01900","223845.57670","29581.48250","96674.28810","97589.80610"
"20181126","11290","己合备","466553.88910","447206.39210","17377.26130","1970.23580","492105.45100","440328.50460","444340.08180","482420.89430","223852.13590","29641.37390","97552.67630","96658.08570"
"20181125","11290","己合备","471673.36120","452756.74240","16864.37080","2052.24800","488814.75630","448103.02320","458117.73150","481355.95390","192063.19950","29567.06370","94648.81360","67847.32220"
"20181124","11290","己合备","500042.22360","480974.35940","16780.29250","2287.57170","595065.93900","445387.39870","457694.44260","530290.63860","205810.62910","32164.18760","94139.24570","79507.19580"
"20181123","11290","己合备","460160.83300","440492.64340","17280.38860","2387.80090","493659.96120","429585.28610","435646.89330","477670.78980","86346.88760","27425.34480","36267.79190","22653.75090"
"20181122","11290","己合备","465821.33590","445855.95800","17674.62650","2290.75130","494358.78500","438849.73090","443135.36150","482025.60320","222612.68500","29027.26790","96571.14700","97014.27010"
"20181121","11290","己合备","467937.06770","448240.90810","17838.21350","1857.94610","493932.72540","443804.72340","446893.55830","482968.14580","225325.85840","29607.41370","97386.54990","98331.89480"
"20181120","11290","己合备","466163.97890","446582.64080","17637.58930","1943.74880","493826.39940","438404.66220","442917.86550","482768.34550","225219.82750","29420.75590","98110.63670","97688.43490"
"20181119","11290","己合备","466768.08750","447008.34300","17677.25750","2082.48700","493390.04090","439270.96480","443940.66300","483073.39060","224512.68600","29330.39800","98323.29310","96858.99490"
"20181118","11290","己合备","465162.85710","446196.92560","16732.74950","2233.18190","488589.77550","436933.94760","448555.55110","477025.21840","189832.07620","28896.41610","94684.00660","66251.65350"
"20181117","11290","己合备","456203.71960","437485.44020","16717.37850","2000.90090","481755.37790","425234.34650","436538.56300","470250.26010","192015.26530","29651.88120","90070.53780","72292.84630"
"20181116","11290","己合备","458026.91990","438568.58280","17315.97420","2142.36290","495901.99870","424868.50250","432404.91930","476328.34890","211706.13830","27117.30970","93275.38220","91313.44640"
"20181115","11290","己合备","464401.72330","444805.81470","17646.15550","1949.75310","491878.72910","439126.29910","442577.59420","479990.38680","224065.45800","29162.90480","97587.80410","97314.74910"
"20181114","11290","己合备","466363.77420","446843.95670","17745.53230","1774.28530","493453.98290","440949.93460","445158.83470","481510.15960","225915.44080","29775.34180","97742.23500","98397.86400"
"20181113","11290","己合备","465815.23050","446108.24130","17705.57860","2001.41060","493502.11010","437743.63270","442925.46950","482165.05980","227441.64360","29362.80580","98745.25960","99333.57820"
"20181112","11290","己合备","463352.29600","443801.42560","17452.85660","2098.01380","492451.42180","435506.58000","439853.45660","480137.18120","225439.45750","28625.48850","99561.13750","97252.83150"
"20181111","11290","己合备","465337.84180","446410.47580","16764.17120","2163.19480","487638.80140","439579.47650","449693.40500","476512.43960","186457.67540","25796.94390","95595.21520","65065.51630"
"20181110","11290","己合备","457218.04020","438431.93860","16517.14150","2268.96020","483577.23670","425913.45610","437358.10480","471403.70840","191057.45070","28005.23370","91538.29400","71513.92300"
"20181109","11290","己合备","458008.07310","438757.08200","17153.79650","2097.19460","492759.77500","426458.86350","433041.15220","475841.58800","216248.76200","26850.17340","96849.95240","92548.63620"
"20181108","11290","己合备","466709.33390","447164.49440","17553.11270","1991.72680","492639.39320","440767.30710","445675.62760","481733.40990","221570.80260","27411.17190","98393.00960","95766.62110"
"20181107","11290","己合备","467164.03560","447456.29380","17747.11630","1960.62540","493850.05550","441727.80870","445953.53950","482314.38990","227544.54940","28701.80560","99701.84470","99140.89910"
"20181106","11290","己合备","465650.11840","445862.10670","17752.29880","2035.71290","493380.01050","437060.57360","442094.53160","482475.53750","228370.58140","29799.47530","99094.55860","99476.54750"
"20181105","11290","己合备","465951.71850","446425.00920","17443.62860","2083.08060","493365.80470","437898.03200","442924.17480","482399.96400","227904.73730","28939.23220","100378.88500","98586.62010"
"20181104","11290","己合备","463298.04160","444346.01460","16599.80030","2352.22670","488755.12060","430458.09040","443949.11150","477118.70590","190109.81310","27210.99320","96866.26040","66032.55950"
"20181103","11290","己合备","453685.78570","435460.13460","16177.93880","2047.71220","484281.84820","417734.41050","430074.61550","470550.90730","191189.95980","27866.70070","91642.50140","71680.75770"
"20181102","11290","己合备","455094.89090","436005.88790","17068.90670","2020.09630","490799.60180","422993.08970","428588.69380","474027.88880","215402.96940","26112.28870","96894.04540","92396.63530"
"20181101","11290","己合备","463922.18600","444465.61660","17610.04590","1846.52350","492510.23690","436195.80140","440887.56280","480375.48830","229602.20990","29236.09870","100037.19330","100328.91790"
"20181031","11290","己合备","464623.68170","445236.48150","17642.56650","1744.63370","494376.68770","437409.54590","442191.44390","480646.70870","220997.12560","29810.31910","94681.26510","96505.54140"
"20181030","11290","己合备","464768.01870","445294.93700","17635.25260","1837.82910","492904.55890","436515.82100","441135.50170","481648.38800","222228.56280","29686.89000","95502.44390","97039.22890"
"20181029","11290","己合备","465210.05510","446058.98400","17358.23060","1792.84050","493676.30520","435991.39290","441284.52580","482299.71880","220579.37090","29513.10530","95955.73490","95110.53070"
"20181028","11290","己合备","468510.70770","450243.32470","16429.24290","1838.14010","488667.46780","443265.87580","454806.15370","478299.67490","182315.04100","26908.34300","91779.12840","63627.56960"
"20181027","11290","己合备","458017.32720","439702.00060","16370.16600","1945.16050","485631.18230","426690.63680","437454.36970","472705.15400","190087.39000","29378.32640","89212.46660","71496.59700"
"20181026","11290","己合备","457531.27470","438689.92090","16873.14880","1968.20500","491050.17740","427330.43920","432269.98020","475575.05660","204809.89710","25860.23930","92681.06800","86268.58980"
"20181025","11290","己合备","459791.09090","440691.22350","17266.18210","1833.68540","492379.34480","426275.86820","432692.34220","479147.34010","216312.89040","28102.24550","95308.24190","92902.40300"
"20181024","11290","己合备","463453.35220","444301.51470","17448.50990","1703.32760","493290.32820","433979.43690","438766.53320","481086.79430","220849.77760","29657.73190","95485.92860","95706.11710"
"20181023","11290","己合备","464044.91060","444720.72500","17484.40340","1839.78220","492743.09300","435135.03390","439744.25890","481402.51900","217898.62660","28613.80650","96069.75070","93215.06940"
"20181022","11290","己合备","463909.32790","444580.66750","17187.98190","2140.67850","494190.51120","431470.30740","437613.11810","482692.33480","217322.17520","28378.12380","96849.82070","92094.23070"
"20181021","11290","己合备","465124.74390","446746.01760","16339.72470","2039.00170","489846.05790","431522.61190","446156.07860","478673.79060","187193.36750","28221.67290","93312.33510","65659.35950"
"20181020","11290","己合备","455884.60010","437275.70600","16552.09610","2056.79800","486909.15740","418624.45100","431846.36140","473054.77060","184663.02170","25301.49620","89579.47170","69782.05380"
"20181019","11290","己合备","455505.37580","436357.84150","16933.83840","2213.69590","491141.62520","421731.37000","428106.68940","475075.86610","210905.14350","26541.87130","94829.42170","89533.85050"
"20181018","11290","己合备","461476.34710","441815.19340","17514.11350","2147.04020","492203.48530","429975.73670","435439.35910","480074.19560","219296.67970","29152.46860","96019.11880","94125.09230"
"20181017","11290","己合备","464510.59390","444863.31130","17644.13890","2003.14370","494447.14780","436267.79750","440622.52700","481573.49880","223990.44950","30060.55470","96186.38890","97743.50590"
"20181016","11290","己合备","464448.99310","445026.89750","17586.43630","1835.65930","493243.69690","435330.06170","439803.34200","482053.02960","223402.67050","29800.94730","96512.38660","97089.33660"
"20181015","11290","己合备","466493.00260","447261.60780","17414.70720","1816.68770","495174.38920","434521.73500","442134.27880","483892.09100","221165.81160","30003.74430","96988.82530","94173.24200"
"20181014","11290","己合备","467095.23560","448522.64260","16707.37340","1865.21970","490176.63350","436198.61700","449520.94900","479648.29750","187561.08220","28686.44350","93502.52940","65372.10930"
"20181013","11290","己合备","477412.18500","458550.36310","16632.53830","2229.28370","505201.74870","455326.06330","461308.09680","488915.10520","107224.03310","16301.63860","54224.48380","36697.91070"
"20181012","11290","己合备","457292.53260","438335.00050","16902.52910","2055.00310","492340.70640","423562.32840","430065.76930","476740.22070","212249.65100","27747.73600","94751.51160","89750.40340"
"20181011","11290","己合备","463409.63190","444161.49880","17107.69400","2140.43910","493206.43950","433454.53750","438877.07910","480932.88390","220224.98740","28750.04490","95884.83950","95590.10300"
"20181010","11290","己合备","468506.34580","447613.02740","18842.36660","2050.95180","499250.26490","440729.43770","444868.60820","485390.44410","226233.06220","30558.18020","96242.94400","99431.93800"
"20181009","11290","己合备","465081.16770","446141.83220","16984.55060","1954.78500","485396.55140","433608.16310","446850.87060","444882.72510","180814.90190","20679.96630","92812.13200","67322.80360"
"20181008","11290","己合备","459277.38100","440411.47520","16910.44360","1955.46220","488907.73350","433043.44910","436804.42660","475329.49120","216543.84110","29088.17950","94657.20920","92798.45240"
"20181007","11290","己合备","468326.90430","449831.88180","16460.63680","2034.38570","490558.35510","434376.63010","448791.68500","482280.63230","187193.41840","26841.88970","93106.66770","67244.86100"
"20181006","11290","己合备","468486.71840","450058.95000","16240.36050","2187.40780","490968.55120","435830.02690","451063.36550","480931.97050","181475.97220","23277.77220","91666.08420","66532.11580"
"20181005","11290","己合备","458211.54040","439490.55410","16501.81310","2219.17320","492238.07760","425467.05680","430434.52580","478052.26510","205859.60260","24599.61120","94479.31630","86780.67510"
"20181004","11290","己合备","464584.51760","445388.98540","16906.35550","2289.17680","493883.94620","436711.95240","440468.47200","481810.26450","223314.24330","29137.79280","97368.96640","96807.48410"
"20181003","11290","己合备","470915.78600","452131.45660","16505.71200","2278.61740","490772.28470","438521.67710","453176.50320","483586.70230","189637.66000","22477.40830","94985.36570","72174.88600"
"20181002","11290","己合备","464621.41900","445670.90660","16929.07810","2021.43430","494069.50990","439165.64470","442438.24200","480466.54550","224178.30840","29668.62310","96963.85600","97545.82930"
"20181001","11290","己合备","467175.69910","448271.28710","16880.90290","2023.50920","495324.17910","440823.73890","443962.83780","483756.31440","224414.29500","29555.08370","98314.47130","96544.74000"
"20180930","11290","己合备","468934.30410","450417.37660","16503.63320","2013.29430","490196.02050","439958.09720","451756.87700","481203.89490","179564.80390","25805.29050","91591.09360","62168.41980"
"20180929","11290","己合备","459386.15580","440794.55490","16303.24850","2288.35240","487006.28550","426973.08050","437845.50590","474772.33430","181962.25720","26463.29670","88462.60830","67036.35220"
"20180928","11290","己合备","457604.15230","438607.16000","16618.99450","2377.99780","491323.92490","427709.89040","432726.81270","475373.68060","211048.74520","32054.57780","90897.77370","88096.39370"
"20180927","11290","己合备","460897.94790","441712.94350","16843.48460","2341.51980","487607.80230","432989.83690","438267.81620","477062.32760","216032.50970","33976.58570","92667.63190","89388.29210"
"20180926","11290","己合备","447758.13300","429601.44830","15901.88690","2254.79770","481972.38830","421298.80790","431671.22200","459248.78380","168937.95900","22011.04310","88616.22690","58310.68900"
"20180925","11290","己合备","412738.27270","395073.76910","15463.51640","2200.98720","444798.33940","379209.30330","393115.55440","426754.50010","162149.89490","28887.75180","80240.07000","53022.07310"
"20180924","11290","己合备","414366.28220","396223.41590","15654.15290","2488.71350","431834.63850","390579.83050","401713.69010","423403.84800","180494.68790","49601.27420","70456.65750","60436.75620"
"20180923","11290","己合备","426990.06000","408767.39110","15651.15680","2571.51210","444734.59920","408576.48650","416019.41590","434826.23440","171871.21810","40317.86370","72746.40760","58806.94680"
"20180922","11290","己合备","439961.15190","422130.27990","15484.34390","2346.52810","471204.55240","410630.35920","420604.62180","453787.24480","167280.22700","23372.74280","83712.49650","60194.98770"
"20180921","11290","己合备","456220.15580","437677.21890","16420.42360","2122.51330","490014.28430","427840.19370","433327.53860","472572.02520","206477.82110","30107.26620","90406.34770","85964.20720"
"20180920","11290","己合备","472352.93750","453311.25630","17000.92690","2040.75440","502788.36520","443951.82070","449717.78730","488520.90200","217965.17190","35179.15420","90992.63340","91793.38430"
"20180919","11290","己合备","466691.12040","447181.08480","17256.93000","2253.10560","495434.79960","441562.13410","444658.32920","482428.82830","223411.21580","37030.77240","91546.49400","94833.94940"
"20180918","11290","己合备","468591.67710","448798.05440","17398.36890","2395.25380","496654.08960","441320.30290","445982.86940","484740.82550","223172.03870","36525.25750","92223.61650","94423.16470"
"20180917","11290","己合备","465461.11220","445884.88990","17136.05780","2440.16450","494260.75610","438597.17960","442036.76030","482192.79210","222434.90040","35933.75980","93280.52210","93220.61850"
"20180916","11290","己合备","467507.21740","448165.65470","16792.61220","2548.95050","489969.23550","439454.12430","450275.30350","479815.72740","181244.61230","26910.45800","91740.47210","62593.68220"
"20180915","11290","己合备","458047.28330","438699.17260","16663.73420","2684.37650","486855.93080","426042.11610","436337.53850","473554.24390","185661.61630","29148.91340","88684.52280","67828.18010"
"20180914","11290","己合备","459121.75390","439455.84110","16973.57600","2692.33680","493230.96250","430258.68240","433766.70610","477232.50240","213234.93960","32770.87590","91682.63230","88781.43140"
"20180913","11290","己合备","465591.97390","445407.59110","17251.48220","2932.90070","494835.97650","438614.47310","442466.70250","482110.02490","223321.59490","35960.93280","93436.56080","93924.10130"
"20180912","11290","己合备","467754.98440","446954.65150","17293.91590","3506.41700","496065.76070","441843.34030","445194.24180","483869.80050","224533.73820","36632.60660","93414.48970","94486.64190"
"20180911","11290","己合备","465535.27290","444781.27390","17155.82310","3598.17580","494356.96830","437349.83290","441776.20180","482506.03800","223522.71590","35830.70310","93350.92540","94341.08740"
"20180910","11290","己合备","465627.75270","445414.87920","17095.84750","3117.02590","494176.71020","437045.25290","442603.82380","482073.41620","220659.08970","35194.82240","93415.27930","92048.98800"
"20180909","11290","己合备","461894.24280","442254.93970","16520.89490","3118.40820","488516.56030","431607.04530","442986.90640","475399.48310","179089.57800","26403.38830","91150.99320","61535.19650"
"20180908","11290","己合备","452971.57420","433474.69920","16169.04210","3327.83300","480256.57140","420822.01630","432662.51920","467478.04210","184445.81710","28431.94950","87472.14670","68541.72090"
"20180907","11290","己合备","456591.87220","436513.00010","16494.27670","3584.59540","493544.65880","426239.81720","431246.44150","474695.75130","208808.56010","31710.39100","89590.10330","87508.06580"
"20180906","11290","己合备","466036.34210","445372.34150","16883.42570","3780.57490","494187.61260","439466.88720","443137.32090","482392.78580","223384.84700","35560.09080","94414.75200","93410.00420"
"20180905","11290","己合备","467135.34410","446213.20970","16965.01650","3957.11800","495355.33160","442769.84390","445392.35930","482666.04760","225348.36970","36352.46950","93866.81260","95129.08760"
"20180904","11290","己合备","466650.43540","445388.51610","16912.95840","4348.96090","495350.36170","438970.89030","443537.31050","483159.81040","223596.87190","34822.24490","94171.40120","94603.22580"
"20180903","11290","己合备","468826.50900","447689.78780","16714.97740","4421.74380","494153.26270","440946.82450","446754.19910","484592.44460","221077.30150","34312.57860","94800.15130","91964.57160"
"20180902","11290","己合备","465270.98600","445678.25670","15506.88270","4085.84650","489333.73170","436782.25530","447842.63800","477719.80600","181239.68580","26379.30730","92628.07680","62232.30170"
"20180901","11290","己合备","455774.90350","436700.88650","15109.34950","3964.66750","482541.45180","420325.89090","433220.29680","471885.33680","182376.65260","26402.17630","88493.67570","67480.80060"
"20180831","11290","己合备","449635.65360","430452.45370","15342.89550","3840.30450","487147.50390","415286.56010","420845.04940","470200.37100","206876.32010","27514.66610","94371.59040","84990.06360"
"20180830","11290","己合备","454831.62790","435476.60620","15309.78940","4045.23230","487912.42500","421097.25140","427614.47090","474272.45430","210601.66470","28679.15390","96165.99870","85756.51210"
"20180829","11290","己合备","456789.05310","437315.13430","15236.02220","4237.89670","486641.47650","423980.07250","430320.94950","475694.84150","207556.42120","27815.80000","95203.99260","84536.62860"
"20180828","11290","己合备","454412.40590","434845.15870","15005.60580","4561.64140","484790.88510","422463.65190","428226.13260","473116.88680","207558.12260","27834.15930","94876.98490","84846.97840"
"20180827","11290","己合备","454264.69520","435363.73830","14560.14310","4340.81370","486315.34390","421874.55060","427185.29370","473607.12480","208676.17200","27489.93850","96601.54020","84584.69330"
"20180826","11290","己合备","458264.12120","440293.91940","13996.47170","3973.73010","481130.41330","432912.29200","442627.83730","469432.89540","180996.26540","25824.06410","92981.57430","62190.62700"
"20180825","11290","己合备","445703.97930","428629.21720","13477.30480","3597.45730","474088.29230","409751.90540","423580.61500","461506.38230","186509.09340","25405.99030","92338.31760","68764.78550"
"20180824","11290","己合备","447075.88050","430170.27460","13447.55700","3458.04890","479921.32870","414721.02700","420510.30260","466051.29340","191200.36080","22047.87280","94328.05760","74824.43040"
"20180823","11290","己合备","447713.79220","430497.71980","13691.57720","3524.49530","479108.33050","413065.84380","419192.13730","468086.40290","198272.45540","22191.55380","96351.29150","79729.61010"
"20180822","11290","己合备","443848.01670","426775.24220","13689.99180","3382.78270","478661.60980","406747.62540","414216.43080","465013.43530","205165.34500","25219.10700","96545.13240","83401.10560"
"20180821","11290","己合备","442940.87680","426442.37600","13429.70670","3068.79420","480357.23680","405451.75330","412291.48170","464833.30190","203211.70330","23732.02180","97036.62270","82443.05880"
"20180820","11290","己合备","440761.88790","424510.30230","13399.54750","2852.03800","477433.58650","402101.67060","409470.42710","463112.93130","201602.48650","23520.62880","96860.74460","81221.11310"
"20180819","11290","己合备","450034.70840","434462.03530","13137.95730","2434.71590","471403.90960","426518.74290","434887.73540","460853.97490","183478.26030","25178.13580","93782.88780","64517.23670"
"20180818","11290","己合备","439537.35210","424262.48220","12742.38690","2532.48310","469351.02670","409317.37030","418041.64380","454891.42950","179792.93840","23186.36850","90771.38120","65835.18870"
"20180817","11290","己合备","435867.14250","420318.69330","13091.06850","2457.38070","473489.02150","399488.11320","406758.96720","456658.69630","199840.32070","23876.71790","94317.88220","81645.72060"
"20180816","11290","己合备","438764.83480","423384.06080","13104.51020","2276.26380","475044.66690","403148.07160","408768.37850","460190.87500","200338.57220","23313.92910","95602.53690","81422.10620"
"20180815","11290","己合备","447511.87730","431979.22330","13175.00780","2357.64620","470074.70610","416529.50970","427388.84490","461885.47180","178062.25550","19525.11240","94545.06950","63992.07360"
"20180814","11290","己合备","432997.87920","417855.82750","12882.00910","2260.04260","470625.51380","396775.69230","403670.00030","453946.36410","196107.18030","23606.53190","93340.32810","79160.32030"
"20180813","11290","己合备","435284.16400","419812.22480","13107.55000","2364.38920","472704.28280","398723.62740","404483.59200","457284.57260","197758.38800","23049.87310","95597.95720","79110.55770"
"20180812","11290","己合备","444496.53970","429419.50550","12867.94530","2209.08890","470748.87670","417156.92590","426261.01870","457521.91190","177574.12870","24435.66840","91746.70540","61391.75490"
"20180811","11290","己合备","434018.03700","418467.58520","13336.77880","2213.67300","465187.56950","403449.62050","412863.95030","418126.81060","174336.53050","22876.13630","87898.80670","63561.58750"
"20180810","11290","己合备","431455.42480","415969.78370","13156.05420","2329.58680","472218.51440","394588.79400","400972.66500","453228.82460","194100.07730","23636.41600","91979.93300","78483.72830"
"20180809","11290","己合备","436285.63290","420544.49220","13321.85660","2419.28410","474061.18810","397336.40830","405412.19710","458338.08710","195076.66060","23675.09640","93139.30590","78262.25830"
"20180808","11290","己合备","437060.34600","421262.54110","13458.78940","2339.01560","474363.40580","400680.70400","406599.21720","458818.29520","195059.06550","23919.85580","92138.35530","79000.85440"
"20180807","11290","己合备","432163.40530","416763.24210","13310.73880","2089.42450","467856.24940","394118.27280","401361.84440","454164.52030","192338.62550","23799.19850","91636.84180","76902.58520"
"20180806","11290","己合备","430674.00110","414900.75690","13407.45440","2365.78980","468778.65510","391436.35730","399075.22700","453244.55400","187846.51150","22420.46890","90953.53590","74472.50670"
"20180805","11290","己合备","439656.81920","424075.90640","12968.15060","2612.76220","463501.73950","416976.94450","424550.75390","450446.86580","174705.63050","24520.97890","88768.25830","61416.39330"
"20180804","11290","己合备","430605.52140","414792.36750","13059.67930","2753.47470","456708.65770","402410.21280","411947.71690","443932.52470","175027.28620","25701.37180","85053.80920","64272.10520"
"20180803","11290","己合备","425782.68290","409713.83720","13440.21060","2628.63510","463797.82670","391571.59850","398417.81340","445329.01830","188002.34690","24526.21740","87800.10880","75676.02070"
"20180802","11290","己合备","431711.78210","415237.62100","13553.90260","2920.25850","470998.21960","392944.62520","401106.21970","453572.89810","189831.91180","24101.32930","89273.04430","76457.53820"
"20180801","11290","己合备","434674.63200","418143.71000","13562.26590","2968.65610","474017.56610","396165.08380","403979.73280","456599.56000","190573.81780","23338.08680","89687.05920","77548.67180"
"20180731","11290","己合备","434955.65530","418367.38650","13518.91680","3069.35210","473157.76190","397774.79410","404144.44340","456963.66380","188812.36260","25266.83960","87672.54270","75872.98030"
